"","ID","condition","spname"
"615","85","micro_bare","Festuca pyrogea"
"616","85","micro_bare","Acaena integerrima"
"617","85","micro_bare","Nassauvia darwinii"
"618","85","micro_bare","Viola maculata"
"619","85","micro_bare","Acaena pinnatifida"
"620","85","micro_bare","Calceolaria biflora"
"621","85","micro_bare","Festuca pallescens"
"622","85","micro_bare","Leucheria candidissima"
"623","85","micro_bare","Taraxacum officinale"
"624","85","micro_bare","Mulinum spinosum"
"625","85","micro_bare","Elymus repens"
"626","85","micro_bare","Holcus lanatus"
"627","85","micro_bare","Hypochaeris incana"
"628","93","nurse","Juniperus formosana"
"629","93","micro_nurse","Agrostis tenuis"
"630","93","micro_nurse","Tribulus terrestris"
"631","93","micro_nurse","Setaria viridis"
"632","93","micro_nurse","Bassia dasyphylla"
"633","93","micro_bare","Setaria viridis"
"634","93","micro_bare","Agrostis tenuis"
"635","93","micro_bare","Tribulus terrestris"
"636","93","micro_bare","Kummerowia stipulacea"
"637","93","micro_bare","Bassia dasyphylla"
"638","94","nurse","Artemisia desertorum"
"639","94","micro_nurse","Setaria viridis"
"640","94","micro_nurse","Oxytropis psammocharis"
"641","94","micro_nurse","Salsola ruthenica"
"642","94","micro_nurse","Herba artimisiae"
"643","94","micro_nurse","Medicago sativa"
"644","94","micro_nurse","Bassia dasyphylla"
"645","94","micro_nurse","Agrostis tenuis"
"646","94","micro_nurse","Kummerowia stipulacea"
"647","94","micro_nurse","Agriophyllum squarrosum"
"648","94","micro_nurse","Sonchus oleraceus"
"649","94","micro_nurse","Heteropappus altaicus"
"650","94","micro_nurse","Poa annua"
"651","94","micro_nurse","Artemisia scoparia"
"652","94","micro_nurse","Corispermum chinganicum"
"653","94","micro_nurse","Tribulus terrestris"
"654","94","micro_bare","Oxytropis psammocharis"
"655","94","micro_bare","Setaria viridis"
"656","94","micro_bare","Kummerowia stipulacea"
"657","94","micro_bare","Corispermum chinganicum"
"658","94","micro_bare","Bassia dasyphylla"
"659","94","micro_bare","Artemisia desertorum"
"660","94","micro_bare","Sonchus oleraceus"
"661","94","micro_bare","Salsola ruthenica"
"662","94","micro_bare","Cirsium japonicum"
"663","94","micro_bare","Agriophyllum squarrosum"
"664","94","micro_bare","Agrostis tenuis"
"665","94","micro_bare","Poa annua"
"666","94","micro_bare","Herba artimisiae"
"667","94","micro_bare","Artemisia scoparia"
"668","94","micro_bare","Tribulus terrestris"
"669","94","micro_bare","Heteropappus altaicus"
"670","94","micro_bare","Euphorbia thymifolia"
"671","95","nurse","Artemisia desertorum"
"672","95","micro_nurse","Bassia dasyphylla"
"673","95","micro_nurse","Setaria viridis"
"674","95","micro_nurse","Kummerowia stipulacea"
"675","95","micro_nurse","Allium mongolicum"
"676","95","micro_nurse","Oxytropis psammocharis"
"677","95","micro_nurse","Agrostis tenuis"
"678","95","micro_nurse","Poa annua"
"679","95","micro_nurse","Agriophyllum squarrosum"
"680","95","micro_nurse","Corispermum chinganicum"
"681","95","micro_nurse","Herba artimisiae"
"682","95","micro_nurse","Heteropappus altaicus"
"683","95","micro_nurse","Juniperus formosana"
"684","95","micro_nurse","Salsola ruthenica"
"685","95","micro_nurse","Suaeda salsa"
"686","95","micro_nurse","Artemisia scoparia"
"687","95","micro_nurse","Isatis tinctoria"
"688","95","micro_bare","Artemisia desertorum"
"689","95","micro_bare","Poa annua"
"690","95","micro_bare","Bassia dasyphylla"
"691","95","micro_bare","Kummerowia stipulacea"
"692","95","micro_bare","Agriophyllum squarrosum"
"693","95","micro_bare","Herba artimisiae"
"694","95","micro_bare","Setaria viridis"
"695","95","micro_bare","Allium mongolicum"
"696","95","micro_bare","Agrostis tenuis"
"697","95","micro_bare","Corispermum chinganicum"
"698","95","micro_bare","Heteropappus altaicus"
"699","95","micro_bare","Oxytropis psammocharis"
"700","95","micro_bare","Juniperus formosana"
"701","95","micro_bare","Artemisia scoparia"
"702","95","micro_bare","Salsola ruthenica"
"703","95","micro_bare","Suaeda salsa"
"704","95","micro_bare","Tribulus terrestris"
"705","95","micro_bare","Isatis tinctoria"
"706","96","nurse","Artemisia desertorum"
"707","96","micro_nurse","Kummerowia stipulacea"
"708","96","micro_nurse","Poa annua"
"709","96","micro_nurse","Agrostis tenuis"
"710","96","micro_nurse","Oxytropis psammocharis"
"711","96","micro_nurse","Setaria viridis"
"712","96","micro_nurse","Cynanchum hancockianum"
"713","96","micro_nurse","Heteropappus altaicus"
"714","96","micro_nurse","Poa sphondylodes"
"715","96","micro_nurse","Artemisia scoparia"
"716","96","micro_nurse","Juniperus formosana"
"717","96","micro_nurse","Isatis tinctoria"
"718","96","micro_nurse","Stemmacanthauniflora"
"719","96","micro_bare","Kummerowia stipulacea"
"720","96","micro_bare","Poa annua"
"721","96","micro_bare","Artemisia desertorum"
"722","96","micro_bare","Agrostis tenuis"
"723","96","micro_bare","Oxytropis psammocharis"
"724","96","micro_bare","Sonchus oleraceus"
"725","96","micro_bare","Herba artimisiae"
"726","96","micro_bare","Artemisia scoparia"
"727","96","micro_bare","Ixeridium chinense"
"728","96","micro_bare","Cynanchum hancockianum"
"729","96","micro_bare","Artemisia argyi"
"730","96","micro_bare","Heteropappus altaicus"
"731","96","micro_bare","Juniperus formosana"
"732","96","micro_bare","Thalictrum petaloideum"
"733","96","micro_bare","Allium mongolicum"
"734","97","nurse","Achnatherum splendens"
"735","97","micro_nurse","Artemisia argyi"
"736","97","micro_nurse","Medicago sativa"
"737","97","micro_nurse","Poa annua"
"738","97","micro_nurse","Artemisia scoparia"
"739","97","micro_nurse","Euphorbia esula"
"740","97","micro_nurse","Phragmites australias"
"741","97","micro_nurse","Chenopodium album"
"742","97","micro_nurse","Salsola ruthenica"
"743","97","micro_nurse","Bassia dasyphylla"
"744","97","micro_nurse","Corispermum chinganicum"
"745","97","micro_nurse","Allium mongolicum"
"746","97","micro_nurse","Poa sphondylodes"
"747","97","micro_nurse","Oxytropis psammocharis"
"748","97","micro_nurse","Convolvulus arvensis"
"749","97","micro_nurse","Ixeridium chinense"
"750","97","micro_nurse","Sonchus oleraceus"
"751","97","micro_nurse","Cynanchum hancockianum"
"752","97","micro_nurse","Agriophyllum squarrosum"
"753","97","micro_nurse","Euphorbia thymifolia"
"754","97","micro_nurse","Heteropappus altaicus"
"755","97","micro_nurse","Artemisia desertorum"
"756","97","micro_nurse","Cirsium japonicum"
"757","97","micro_nurse","Setaria viridis"
"758","97","micro_bare","Artemisia scoparia"
"759","97","micro_bare","Phragmites australias"
"760","97","micro_bare","Artemisia argyi"
"761","97","micro_bare","Corispermum chinganicum"
"762","97","micro_bare","Poa sphondylodes"
"763","97","micro_bare","Chenopodium album"
"764","97","micro_bare","Cynanchum hancockianum"
"765","97","micro_bare","Bassia dasyphylla"
"766","97","micro_bare","Agriophyllum squarrosum"
"767","97","micro_bare","Medicago sativa"
"768","97","micro_bare","Poa annua"
"769","97","micro_bare","Salsola ruthenica"
"770","97","micro_bare","Convolvulus arvensis"
"771","97","micro_bare","Ixeridium chinense"
"772","97","micro_bare","Sonchus oleraceus"
"773","97","micro_bare","Oxytropis psammocharis"
"774","97","micro_bare","Euphorbia thymifolia"
"775","97","micro_bare","Euphorbia esula"
"776","97","micro_bare","Heteropappus altaicus"
"777","97","micro_bare","Agrostis tenuis"
"778","97","micro_bare","Cirsium japonicum"
"779","97","micro_bare","Allium mongolicum"
"780","98","nurse","Caragana korshinskii"
"781","98","nurse","Achnatherum splendens"
"782","98","micro_nurse","Poa sphondylodes"
"783","98","micro_nurse","Phragmites australias"
"784","98","micro_nurse","Lithospermum arvense"
"785","98","micro_nurse","Ixeridium chinense"
"786","98","micro_nurse","Setaria viridis"
"787","98","micro_nurse","Bassia dasyphylla"
"788","98","micro_nurse","Artemisia scoparia"
"789","98","micro_nurse","Sonchus oleraceus"
"790","98","micro_nurse","Poa annua"
"791","98","micro_nurse","Heteropappus altaicus"
"792","98","micro_nurse","Cynanchum hancockianum"
"793","98","micro_nurse","Medicago sativa"
"794","98","micro_nurse","Isatis tinctoria"
"795","98","micro_nurse","Artemisia argyi"
"796","98","micro_nurse","Corispermum chinganicum"
"797","98","micro_nurse","Allium mongolicum"
"798","98","micro_nurse","Euphorbia thymifolia"
"799","98","micro_nurse","Convolvulus arvensis"
"800","98","micro_nurse","Oxytropis psammocharis"
"801","98","micro_nurse","Salsola ruthenica"
"802","98","micro_nurse","Euphorbia esula"
"803","98","micro_nurse","Erodium stephanianum"
"804","98","micro_nurse","Taraxacum mongolicum"
"805","98","micro_nurse","Cirsium japonicum"
"806","98","micro_nurse","Carpesium abrotanoides"
"807","98","micro_bare","Phragmites australias"
"808","98","micro_bare","Poa sphondylodes"
"809","98","micro_bare","Sonchus oleraceus"
"810","98","micro_bare","Bassia dasyphylla"
"811","98","micro_bare","Salsola ruthenica"
"812","98","micro_bare","Medicago sativa"
"813","98","micro_bare","Cynanchum hancockianum"
"814","98","micro_bare","Euphorbia thymifolia"
"815","98","micro_bare","Lithospermum arvense"
"816","98","micro_bare","Artemisia scoparia"
"817","98","micro_bare","Isatis tinctoria"
"818","98","micro_bare","Agriophyllum squarrosum"
"819","98","micro_bare","Poa annua"
"820","98","micro_bare","Ixeridium chinense"
"821","98","micro_bare","Oxytropis psammocharis"
"822","98","micro_bare","Artemisia argyi"
"823","98","micro_bare","Allium mongolicum"
"824","98","micro_bare","Corispermum chinganicum"
"825","98","micro_bare","Setaria viridis"
"826","98","micro_bare","Heteropappus altaicus"
"827","98","micro_bare","Euphorbia esula"
"828","98","micro_bare","Agrostis tenuis"
"829","98","micro_bare","Chenopodium album"
"830","98","micro_bare","Cirsium japonicum"
"831","98","micro_bare","Limonium bicolor"
"832","99","nurse","Achnatherum splendens"
"833","99","micro_nurse","Stemmacanthauniflora"
"834","99","micro_nurse","Halogeton glomeratus"
"835","99","micro_nurse","Poa annua"
"836","99","micro_nurse","Phragmites australias"
"837","99","micro_nurse","Setaria viridis"
"838","99","micro_nurse","L. apetalum"
"839","99","micro_nurse","Artemisia annua"
"840","99","micro_nurse","Ixeridium chinense"
"841","99","micro_nurse","Sonchus oleraceus"
"842","99","micro_bare","Halogeton glomeratus"
"843","99","micro_bare","Poa annua"
"844","99","micro_bare","Setaria viridis"
"845","99","micro_bare","Phragmites australias"
"846","99","micro_bare","Hongzhijuanbai"
"847","99","micro_bare","Artemisia annua"
"848","99","micro_bare","Artemisia desertorum"
"849","100","nurse","Salix cheilophila"
"850","100","micro_nurse","Artemisia desertorum"
"851","100","micro_nurse","Caragana korshinskii"
"852","100","micro_nurse","Ixeridium chinense"
"853","100","micro_nurse","Cynanchum hancockianum"
"854","100","micro_nurse","Bassia dasyphylla"
"855","100","micro_nurse","Setaria viridis"
"856","100","micro_nurse","Euphorbia thymifolia"
"857","100","micro_nurse","Chenopodium album"
"858","100","micro_nurse","Psammochloa villosa"
"859","100","micro_bare","Cynanchum hancockianum"
"860","100","micro_bare","Artemisia desertorum"
"861","100","micro_bare","Ixeridium chinense"
"862","100","micro_bare","Bassia dasyphylla"
"863","100","micro_bare","Euphorbia thymifolia"
"864","100","micro_bare","Ding"
"865","100","micro_bare","Setaria viridis"
"866","101","nurse","Caragana korshinskii"
"867","101","nurse","Artemisia desertorum"
"868","101","micro_nurse","Bassia dasyphylla"
"869","101","micro_nurse","Artemisia desertorum"
"870","101","micro_nurse","Ixeridium chinense"
"871","101","micro_nurse","Lithospermum arvense"
"872","101","micro_nurse","Chenopodium album"
"873","101","micro_nurse","Heteropappus altaicus"
"874","101","micro_nurse","Poa sphondylodes"
"875","101","micro_nurse","Salsola ruthenica"
"876","101","micro_nurse","Dracocephalum moldavica"
"877","101","micro_nurse","Psammochloa villosa"
"878","101","micro_nurse","Setaria viridis"
"879","101","micro_nurse","Astragalus melilotoides"
"880","101","micro_nurse","Medicago sativa"
"881","101","micro_bare","Bassia dasyphylla"
"882","101","micro_bare","Psammochloa villosa"
"883","101","micro_bare","Artemisia desertorum"
"884","101","micro_bare","Poa sphondylodes"
"885","101","micro_bare","Ixeridium chinense"
"886","101","micro_bare","Caragana korshinskii"
"887","101","micro_bare","Oxytropis psammocharis"
"888","101","micro_bare","Heteropappus altaicus"
"889","101","micro_bare","Setaria viridis"
"890","101","micro_bare","Lithospermum arvense"
"891","102","nurse","Artemisia desertorum"
"892","102","nurse","Salix cheilophila"
"893","102","micro_nurse","Ixeridium chinense"
"894","102","micro_nurse","Setaria viridis"
"895","102","micro_nurse","Psammochloa villosa"
"896","102","micro_nurse","Euphorbia thymifolia"
"897","102","micro_nurse","Heteropappus altaicus"
"898","102","micro_nurse","Bassia dasyphylla"
"899","102","micro_nurse","Lithospermum arvense"
"900","102","micro_nurse","Ding"
"901","102","micro_nurse","Astragalus melilotoides"
"902","102","micro_nurse","Artemisia desertorum"
"903","102","micro_nurse","Isatis tinctoria"
"904","102","micro_bare","Bassia dasyphylla"
"905","102","micro_bare","Setaria viridis"
"906","102","micro_bare","Ixeridium chinense"
"907","102","micro_bare","Artemisia desertorum"
"908","102","micro_bare","Heteropappus altaicus"
"909","102","micro_bare","Psammochloa villosa"
"910","102","micro_bare","Lithospermum arvense"
"911","102","micro_bare","Astragalus melilotoides"
"912","102","micro_bare","Ding"
"913","102","micro_bare","Cynanchum hancockianum"
"914","102","micro_bare","Euphorbia thymifolia"
"915","103","nurse","Artemisia desertorum"
"916","103","nurse","Caragana korshinskii"
"917","103","micro_nurse","Heteropappus altaicus"
"918","103","micro_nurse","Ixeridium chinense"
"919","103","micro_nurse","Setaria viridis"
"920","103","micro_nurse","Psammochloa villosa"
"921","103","micro_nurse","Astragalus melilotoides"
"922","103","micro_nurse","Bassia dasyphylla"
"923","103","micro_nurse","Caragana korshinskii"
"924","103","micro_nurse","Artemisia desertorum"
"925","103","micro_nurse","Euphorbia esula"
"926","103","micro_bare","Psammochloa villosa"
"927","103","micro_bare","Ixeridium chinense"
"928","103","micro_bare","Euphorbia esula"
"929","103","micro_bare","Setaria viridis"
"930","103","micro_bare","Bassia dasyphylla"
"931","103","micro_bare","Heteropappus altaicus"
"932","103","micro_bare","Artemisia desertorum"
"933","103","micro_bare","Astragalus melilotoides"
"934","103","micro_bare","Poa sphondylodes"
"935","114","nurse","Ceratoides latens"
"936","114","nurse","Atraphaxis spinosa"
"937","114","micro_nurse","Seriphidium borotalense"
"938","114","micro_nurse","Kochia prostrata"
"939","114","micro_nurse","Stipa glareosa"
"940","114","micro_bare","Seriphidium borotalense"
"941","114","micro_bare","Kochia prostrata"
"942","114","micro_bare","Stipa glareosa"
"943","114","micro_bare","Atraphaxis spinosa"
"944","115","nurse","Ceratoides latens"
"945","115","nurse","Haloxylon ammodendron"
"946","115","micro_nurse","Ferula sinkiangensis"
"947","115","micro_nurse","Seriphidium borotalense"
"948","115","micro_nurse","Ceratocarpus arenarius"
"949","115","micro_nurse","Petrosimonia sibirica"
"950","115","micro_nurse","Stipa glareosa"
"951","115","micro_bare","Seriphidium borotalense"
"952","115","micro_bare","Ferula sinkiangensis"
"953","115","micro_bare","Stipa glareosa"
"954","115","micro_bare","Anabasis aphylla"
"955","115","micro_bare","Petrosimonia sibirica"
"956","134","nurse","Artemisia sieberi"
"957","134","micro_nurse","Salsola arbusculiformis"
"958","134","micro_nurse","Lappula barbata"
"959","134","micro_nurse","Stipa lessingiana"
"960","134","micro_nurse","Acanthophyllum sp."
"961","134","micro_bare","Lappula barbata"
"962","134","micro_bare","Stipa lessingiana"
"963","135","nurse","Artemisia sieberi"
"964","135","micro_nurse","Stipa lessingiana"
"965","135","micro_nurse","Lappula barbata"
"966","135","micro_nurse","Salsola arbusculiformis"
"967","135","micro_nurse","Cousinia arctotidifolia"
"968","135","micro_nurse","Nonea caspica"
"969","135","micro_bare","Salsola arbusculiformis"
"970","135","micro_bare","Stipa lessingiana"
"971","135","micro_bare","Lappula barbata"
"972","136","nurse","Artemisia sieberi"
"973","136","nurse","Salsola arbusculiformis"
"974","136","micro_nurse","Cousinia arctotidifolia"
"975","136","micro_nurse","Acantholimon sp."
"976","136","micro_nurse","Salsola arbusculiformis"
"977","136","micro_nurse","Stipa lessingiana"
"978","136","micro_nurse","Centaurea sp."
"979","136","micro_nurse","Artemisia sieberi"
"980","136","micro_nurse","Lappula barbata"
"981","136","micro_bare","Stipa lessingiana"
"982","136","micro_bare","Lappula barbata"
"983","136","micro_bare","Cousinia arctotidifolia"
"984","136","micro_bare","Salsola arbusculiformis"
"985","136","micro_bare","Nonea caspica"
"986","136","micro_bare","Centaurea sp."
"987","136","micro_bare","Artemisia sieberi"
"988","136","micro_bare","Astragalus sp."
"989","136","micro_bare","5"
"990","137","nurse","Rhamnus pallasii"
"991","137","nurse","Paliurus spina-christi"
"992","137","micro_nurse","Stipa lessingiana"
"993","137","micro_nurse","Festuca valesiaca"
"994","137","micro_nurse","Achillea biebersteinii"
"995","137","micro_nurse","Stachys turcomanica"
"996","137","micro_nurse","Astragalus sp."
"997","137","micro_nurse","Asperula arvensis"
"998","137","micro_nurse","Phlomis herba-venti"
"999","137","micro_nurse","Melica ciliata"
"1000","137","micro_nurse","Eryngium caucasicum"
"1001","137","micro_nurse","Dactylis glomerata"
"1002","137","micro_nurse","Alhagi camelorum"
"1003","137","micro_nurse","Teucrium chamaedrys"
"1004","137","micro_nurse","Centaurea kotschyi"
"1005","137","micro_nurse","Teucrium polium"
"1006","137","micro_nurse","Onobrychis sintenisii"
"1007","137","micro_nurse","Galium tenuissimum"
"1008","137","micro_nurse","Cousinia arctotidifolia"
"1009","137","micro_nurse","Convolvulus commutatus"
"1010","137","micro_nurse","Verbascum speciosum"
"1011","137","micro_nurse","Rhamnus pallasii"
"1012","137","micro_nurse","Centaurea sp."
"1013","137","micro_nurse","Echinops ritrodes"
"1014","137","micro_nurse","Medicago sativa"
"1015","137","micro_nurse","Salvia virgata"
"1016","137","micro_nurse","Dianthus orientalis"
"1017","137","micro_nurse","Crataegus azarolus"
"1018","137","micro_nurse","Agropyron trichophorum"
"1019","137","micro_nurse","Scabiosa rotata"
"1020","137","micro_nurse","Crupina vulgaris"
"1021","137","micro_bare","Stipa lessingiana"
"1022","137","micro_bare","Festuca valesiaca"
"1023","137","micro_bare","Stachys turcomanica"
"1024","137","micro_bare","Alhagi camelorum"
"1025","137","micro_bare","Eryngium caucasicum"
"1026","137","micro_bare","Phlomis herba-venti"
"1027","137","micro_bare","Asperula arvensis"
"1028","137","micro_bare","Agropyron trichophorum"
"1029","137","micro_bare","Galium tenuissimum"
"1030","137","micro_bare","Artemisia sieberi"
"1031","137","micro_bare","Cousinia decipiens"
"1032","137","micro_bare","Achillea biebersteinii"
"1033","137","micro_bare","Echinops ritrodes"
"1034","138","nurse","Rhamnus pallasii"
"1035","138","nurse","Paliurus spina-christi"
"1036","138","micro_nurse","Festuca valesiaca"
"1037","138","micro_nurse","Dactylis glomerata"
"1038","138","micro_nurse","Scabiosa rotata"
"1039","138","micro_nurse","Glycyrrhiza glabra"
"1040","138","micro_nurse","Stipa barbata"
"1041","138","micro_nurse","Agropyron cristatum"
"1042","138","micro_nurse","Asperula arvensis"
"1043","138","micro_nurse","Galium tenuissimum"
"1044","138","micro_nurse","Convolvulus commutatus"
"1045","138","micro_nurse","Crupina vulgaris"
"1046","138","micro_nurse","Eryngium caucasicum"
"1047","138","micro_nurse","Crataegus azarolus"
"1048","138","micro_nurse","Inula oculus-christi"
"1049","138","micro_nurse","Medicago sativa"
"1050","138","micro_nurse","Potentilla recta"
"1051","138","micro_nurse","Verbascum speciosum"
"1052","138","micro_nurse","Hypericum elongatum"
"1053","138","micro_nurse","Cerasus pseudoprostrata"
"1054","138","micro_nurse","Phlomis herba-venti"
"1055","138","micro_nurse","Phlomis cancellata"
"1056","138","micro_nurse","Echinops ritrodes"
"1057","138","micro_nurse","Centaurea kotschyi"
"1058","138","micro_nurse","Achillea biebersteinii"
"1059","138","micro_nurse","Rosa persica"
"1060","138","micro_nurse","Astragalus sp."
"1061","138","micro_nurse","Stipa lessingiana"
"1062","138","micro_nurse","Bromus tomentellus"
"1063","138","micro_nurse","Rhamnus pallasii"
"1064","138","micro_nurse","Melica ciliata"
"1065","138","micro_nurse","Cousinia decipiens"
"1066","138","micro_nurse","Centaurea sp."
"1067","138","micro_nurse","Teucrium chamaedrys"
"1068","138","micro_bare","Glycyrrhiza glabra"
"1069","138","micro_bare","Stipa barbata"
"1070","138","micro_bare","Festuca valesiaca"
"1071","138","micro_bare","Scabiosa rotata"
"1072","138","micro_bare","Asperula arvensis"
"1073","138","micro_bare","Galium tenuissimum"
"1074","138","micro_bare","Verbascum speciosum"
"1075","138","micro_bare","Eryngium caucasicum"
"1076","138","micro_bare","Echinops ritrodes"
"1077","138","micro_bare","Dactylis glomerata"
"1078","138","micro_bare","Medicago sativa"
"1079","138","micro_bare","Convolvulus commutatus"
"1080","138","micro_bare","Phlomis herba-venti"
"1081","138","micro_bare","Achillea biebersteinii"
"1082","138","micro_bare","Centaurea virgata"
"1083","138","micro_bare","Cerasus pseudoprostrata"
"1084","138","micro_bare","Stipa lessingiana"
"1085","138","micro_bare","Agropyron cristatum"
"1086","138","micro_bare","Cousinia decipiens"
"1087","138","micro_bare","Hypericum elongatum"
"1088","138","micro_bare","Rhamnus pallasii"
"1089","139","nurse","Rhamnus pallasii"
"1090","139","nurse","Paliurus spina-christi"
"1091","139","micro_nurse","Crupina vulgaris"
"1092","139","micro_nurse","Stachys turcomanica"
"1093","139","micro_nurse","Inula oculus-christi"
"1094","139","micro_nurse","Haplophyllum acutifolium"
"1095","139","micro_nurse","Stipa lessingiana"
"1096","139","micro_nurse","Dactylis glomerata"
"1097","139","micro_nurse","Teucrium chamaedrys"
"1098","139","micro_nurse","Convolvulus commutatus"
"1099","139","micro_nurse","Asperula arvensis"
"1100","139","micro_nurse","Dianthus orientalis"
"1101","139","micro_nurse","Cerasus pseudoprostrata"
"1102","139","micro_nurse","Asparagus verticillatus"
"1103","139","micro_nurse","Centaurea kotschyi"
"1104","139","micro_nurse","Paliurus spina-christi"
"1105","139","micro_nurse","Phlomis herba-venti"
"1106","139","micro_nurse","Echinops ritrodes"
"1107","139","micro_nurse","Melica ciliata"
"1108","139","micro_nurse","Onobrychis sintenisii"
"1109","139","micro_nurse","Galium tenuissimum"
"1110","139","micro_nurse","Eryngium caucasicum"
"1111","139","micro_nurse","Phlomis cancellata"
"1112","139","micro_nurse","Kochia prostrata"
"1113","139","micro_nurse","Medicago sativa"
"1114","139","micro_nurse","Festuca valesiaca"
"1115","139","micro_nurse","Salvia virgata"
"1116","139","micro_nurse","Scabiosa rotata"
"1117","139","micro_nurse","Centaurea sp."
"1118","139","micro_nurse","Hypericum elongatum"
"1119","139","micro_nurse","Potentilla recta"
"1120","139","micro_nurse","Cousinia decipiens"
"1121","139","micro_nurse","Verbascum speciosum"
"1122","139","micro_nurse","Agropyron trichophorum"
"1123","139","micro_nurse","Astragalus sp."
"1124","139","micro_nurse","Teucrium polium"
"1125","139","micro_nurse","Rhamnus pallasii"
"1126","139","micro_nurse","Lappula barbata"
"1127","139","micro_nurse","Crataegus azarolus"
"1128","139","micro_nurse","Achillea biebersteinii"
"1129","139","micro_bare","Convolvulus commutatus"
"1130","139","micro_bare","Stachys turcomanica"
"1131","139","micro_bare","Festuca valesiaca"
"1132","139","micro_bare","Inula oculus-christi"
"1133","139","micro_bare","Stipa lessingiana"
"1134","139","micro_bare","Echinops ritrodes"
"1135","139","micro_bare","Asperula arvensis"
"1136","139","micro_bare","Astragalus sp."
"1137","139","micro_bare","Scabiosa rotata"
"1138","139","micro_bare","Galium tenuissimum"
"1139","139","micro_bare","Centaurea kotschyi"
"1140","139","micro_bare","Onobrychis sintenisii"
"1141","139","micro_bare","Crupina vulgaris"
"1142","139","micro_bare","Lappula barbata"
"1143","139","micro_bare","Medicago sativa"
"1144","139","micro_bare","Phlomis herba-venti"
"1145","139","micro_bare","Haplophyllum acutifolium"
"1146","139","micro_bare","Eryngium caucasicum"
"1147","139","micro_bare","Teucrium chamaedrys"
"1148","139","micro_bare","Salvia virgata"
"1149","139","micro_bare","Kochia prostrata"
"1150","139","micro_bare","Centaurea sp."
"1151","139","micro_bare","Cousinia decipiens"
"1152","139","micro_bare","Agropyron trichophorum"
"1153","139","micro_bare","Hypericum elongatum"
"1154","139","micro_bare","Cerasus pseudoprostrata"
"1155","139","micro_bare","Dianthus orientalis"
"1156","139","micro_bare","Potentilla recta"
"1157","139","micro_bare","Dactylis glomerata"
"1158","140","nurse","Acantholimon erinaceum"
"1159","140","nurse","Artemisia kopetdaghensis"
"1160","140","nurse","Astragalus chrysostachys"
"1161","140","micro_nurse","Poa bulbosa"
"1162","140","micro_nurse","Elymus repens"
"1163","140","micro_nurse","Iris songarica"
"1164","140","micro_nurse","Eremurus stenophyllus"
"1165","140","micro_nurse","Stachys turcomanica"
"1166","140","micro_nurse","Tulipa sp."
"1167","140","micro_nurse","Euphorbia boissieri"
"1168","140","micro_nurse","Artemisia kopetdaghensis"
"1169","140","micro_nurse","Astragalus chrysostachys"
"1170","140","micro_nurse","Verbascum cheiranthifolium"
"1171","140","micro_nurse","Acantholimon raddeanum"
"1172","140","micro_nurse","Colchicum kotschyi"
"1173","140","micro_nurse","Galium humifusum"
"1174","140","micro_nurse","Peteropyrum aucheri"
"1175","140","micro_nurse","Acantholimon prostegium"
"1176","140","micro_nurse","Artemisia aucheri"
"1177","140","micro_bare","Poa bulbosa"
"1178","140","micro_bare","Eremurus stenophyllus"
"1179","140","micro_bare","Iris songarica"
"1180","140","micro_bare","Elymus repens"
"1181","140","micro_bare","Hordeum bulbosum"
"1182","140","micro_bare","Phlomis cancellata"
"1183","140","micro_bare","Verbascum cheiranthifolium"
"1184","140","micro_bare","Allium xiphopetalum"
"1185","140","micro_bare","Stipa arabica"
"1186","140","micro_bare","Euphorbia boissieri"
"1187","140","micro_bare","Galium humifusum"
"1188","140","micro_bare","Cerasus microcarpa"
"1189","140","micro_bare","Melica persica"
"1190","141","nurse","Cerasus microcarpa"
"1191","141","nurse","Astragalus jolderensis"
"1192","141","nurse","Acantholimon erinaceum"
"1193","141","micro_nurse","Veronica capillipes"
"1194","141","micro_nurse","Acantholimon raddeanum"
"1195","141","micro_nurse","Eremurus stenophyllus"
"1196","141","micro_nurse","Rosa persica"
"1197","141","micro_nurse","Elymus repens"
"1198","141","micro_nurse","Perovskia abrotanoides"
"1199","141","micro_nurse","Cirsium bornmuelleri"
"1200","141","micro_nurse","Onobrychis verae"
"1201","141","micro_nurse","Artemisia aucheri"
"1202","141","micro_nurse","Acantholimon erinaceum"
"1203","141","micro_nurse","Acanthophyllum korshinskyi"
"1204","141","micro_nurse","Galium humifusum"
"1205","141","micro_nurse","Astragalus jolderensis"
"1206","141","micro_nurse","Artemisia kopetdaghensis"
"1207","141","micro_nurse","Onobrychis cornuta"
"1208","141","micro_nurse","Thesium kotschyanum"
"1209","141","micro_nurse","Phlomis cancellata"
"1210","141","micro_nurse","Poa persica"
"1211","141","micro_nurse","Bunium cylindricum"
"1212","141","micro_nurse","Serratula latifolia"
"1213","141","micro_nurse","Lactuca orientalis"
"1214","141","micro_nurse","Verbascum cheiranthifolium"
"1215","141","micro_nurse","Convolvulus lineatus"
"1216","141","micro_nurse","Poa bulbosa"
"1217","141","micro_nurse","Cerasus microcarpa"
"1218","141","micro_bare","Eremurus stenophyllus"
"1219","141","micro_bare","Verbascum cheiranthifolium"
"1220","141","micro_bare","Cirsium bornmuelleri"
"1221","141","micro_bare","Perovskia abrotanoides"
"1222","141","micro_bare","Rosa persica"
"1223","141","micro_bare","Melica persica"
"1224","141","micro_bare","Galium humifusum"
"1225","141","micro_bare","Elymus repens"
"1226","141","micro_bare","Acanthophyllum korshinskyi"
"1227","141","micro_bare","Eryngium bungei"
