"";"ID";"spname";"position"
"314";"42";"Digitaria coenicola";"FT_only"
"315";"42";"Sclerolaena cuneata";"FT_only"
"316";"42";"Dissocarpus paradoxus";"FT_only"
"317";"43";"Sclerolaena ventricosa";"match"
"318";"43";"Enteropogon acicularis";"match"
"319";"43";"Maireana turbinata";"match"
"320";"43";"Atriplex vesicaria";"match"
"321";"43";"Sclerolaena brachyptera";"match"
"322";"43";"Minuria cunninghamii";"match"
"323";"43";"Sida sp.";"fac_only"
"324";"43";"Tripogon loliiformis";"fac_only"
"325";"43";"Eragrostis setifolia";"fac_only"
"326";"43";"Sclerolaena diacantha";"fac_only"
"327";"43";"Sida fibulifera";"FT_only"
"328";"43";"Sclerolaena divaricata";"FT_only"
"329";"43";"Sclerolaena longicuspis";"FT_only"
"330";"43";"Lotus cruentus";"FT_only"
"331";"43";"Austrodanthonia caespitosa";"FT_only"
"332";"43";"Ixiolaena leptolepis";"FT_only"
"333";"43";"Sporobolus actinocladus";"FT_only"
"334";"43";"Sclerolaena eriacantha";"FT_only"
"335";"43";"Sida trichopoda";"FT_only"
"336";"43";"Sclerolaena lanicuspis";"FT_only"
"337";"44";"Sclerolaena brachyptera";"match"
"338";"44";"Nitraria billardierei";"match"
"339";"44";"Einadia nutans";"match"
"340";"44";"Atriplex vesicaria";"match"
"341";"44";"Maireana aphylla";"match"
"342";"44";"Sclerolaena diacantha";"match"
"343";"44";"Sclerolaena muricata";"fac_only"
"344";"44";"Paspalidium constrictum";"fac_only"
"345";"44";"Sclerolaena tricuspis";"FT_only"
"346";"44";"Rhagodia spinescens";"FT_only"
"347";"44";"Atriplex semibaccata";"FT_only"
"348";"45";"Einadia nutans";"match"
"349";"45";"Atriplex semibaccata";"match"
"350";"45";"Sclerolaena brachyptera";"match"
"351";"45";"Sida trichopoda";"match"
"352";"45";"Austrostipa scabra";"match"
"353";"45";"Sclerolaena tricuspis";"match"
"354";"45";"Sclerolaena diacantha";"match"
"355";"45";"Maireana trichoptera";"match"
"356";"45";"Chloris truncata";"match"
"357";"45";"Maireana aphylla";"match"
"358";"45";"Austrodanthonia caespitosa";"match"
"359";"45";"Craspedia sp.";"match"
"360";"45";"Sporobolus carolii";"match"
"361";"45";"Sida intricata";"fac_only"
"362";"45";"Malacocera tricornis";"FT_only"
"363";"45";"Nitraria billardierei";"FT_only"
"364";"45";"Abutilon halophilum";"FT_only"
"365";"45";"Atriplex vesicaria";"FT_only"
"366";"45";"Minuria cunninghamii";"FT_only"
"367";"45";"Sclerolaena divaricata";"FT_only"
"368";"46";"Sclerolaena diacantha";"match"
"369";"46";"Paspalidium constrictum";"match"
"370";"46";"Atriplex vesicaria";"match"
"371";"46";"Einadia nutans";"match"
"372";"46";"Sclerolaena brachyptera";"match"
"373";"46";"Austrodanthonia caespitosa";"match"
"374";"46";"Maireana aphylla";"match"
"375";"46";"Austrostipa scabra";"fac_only"
"376";"46";"Oxalis sp.";"fac_only"
"377";"46";"Enneapogon avenaceus";"fac_only"
"378";"46";"Chloris truncata";"fac_only"
"379";"46";"Sclerolaena tricuspis";"FT_only"
"380";"46";"Atriplex semibaccata";"FT_only"
"381";"46";"Enteropogon acicularis";"FT_only"
"382";"46";"Malacocera tricornis";"FT_only"
"383";"46";"Sida intricata";"FT_only"
"384";"47";"Austrodanthonia caespitosa";"match"
"385";"47";"Sporobolus carolii";"match"
"386";"47";"Austrostipa scabra";"match"
"387";"47";"Atriplex vesicaria";"match"
"388";"47";"Vittadinia cuneata";"fac_only"
"389";"47";"Sclerolaena brachyptera";"FT_only"
"390";"48";"Atriplex vesicaria";"match"
"391";"48";"Enchylaena tomentosa";"match"
"392";"48";"Enteropogon acicularis";"match"
"393";"48";"Cyperus sp.";"fac_only"
"394";"48";"Sclerolaena tricuspis";"FT_only"
"395";"48";"Sclerolaena brachyptera";"FT_only"
"396";"48";"Paspalidium constrictum";"FT_only"
"397";"48";"Sclerolaena muricata";"FT_only"
"398";"48";"Teucrium racemosum";"FT_only"
"399";"48";"Maireana coronata";"FT_only"
"400";"48";"Atriplex semibaccata";"FT_only"
"401";"48";"Rhagodia spinescens";"FT_only"
"402";"48";"Sclerolaena diacantha";"FT_only"
"403";"48";"Crinum flaccidum";"FT_only"
"404";"49";"Atriplex vesicaria";"match"
"405";"49";"Paspalidium constrictum";"match"
"406";"49";"Sporobolus sp.";"match"
"407";"49";"Enteropogon acicularis";"match"
"408";"49";"Portulaca oleracea";"match"
"409";"49";"Calandrinia eremaea";"fac_only"
"410";"49";"Chloris ventricosa";"FT_only"
"411";"49";"Austrostipa scabra";"FT_only"
"412";"49";"Rumex sp.";"FT_only"
"413";"49";"Sida sp.";"FT_only"
"414";"49";"Crinum flaccidum";"FT_only"
"415";"49";"Austrostipa eremophila";"FT_only"
"416";"49";"Sporobolus carolii";"FT_only"
"417";"50";"Enteropogon acicularis";"match"
"418";"50";"Fimbristylis dichotoma";"match"
"419";"50";"Opuntia aurantiaca";"match"
"420";"50";"Atriplex vesicaria";"match"
"421";"50";"Cheilanthes sieberi";"match"
"422";"50";"Portulaca oleracea";"fac_only"
"423";"50";"Sclerolaena tricuspis";"FT_only"
"424";"50";"Sclerolaena muricata";"FT_only"
"425";"83";"Acaena integerrima";"match"
"426";"83";"Taraxacum officinale";"match"
"427";"83";"Calceolaria biflora";"match"
"428";"83";"Nassauvia darwinii";"match"
"429";"83";"Viola maculata";"match"
"430";"83";"Acaena pinnatifida";"match"
"431";"83";"Cerastium arvense";"match"
"432";"83";"Festuca pyrogea";"match"
"433";"83";"Festuca pallescens";"match"
"434";"83";"Lathyrus magellanicus";"fac_only"
"435";"83";"Hordeum murinum";"fac_only"
"436";"83";"Senecio sericeo-nitens";"fac_only"
"437";"83";"Galium fuegianum";"fac_only"
"438";"83";"Luzula alopecurus";"fac_only"
"439";"83";"Acaena spp.";"fac_only"
"440";"83";"Mulinum spinosum";"FT_only"
"441";"83";"Carex gayana";"FT_only"
"442";"83";"Rumex acetosella";"FT_only"
"443";"84";"Acaena pinnatifida";"match"
"444";"84";"Acaena integerrima";"match"
"445";"84";"Viola maculata";"match"
"446";"84";"Cerastium arvense";"match"
"447";"84";"Senecio sericeo-nitens";"match"
"448";"84";"Calceolaria biflora";"match"
"449";"84";"Nassauvia darwinii";"match"
"450";"84";"Festuca pyrogea";"match"
"451";"84";"Mulinum spinosum";"match"
"452";"84";"Festuca pallescens";"match"
"453";"84";"Taraxacum officinale";"match"
"454";"84";"Galium fuegianum";"fac_only"
"455";"84";"Hypochaeris incana";"fac_only"
"456";"84";"Elymus repens";"fac_only"
"457";"84";"Holcus lanatus";"fac_only"
"458";"84";"Leucheria candidissima";"fac_only"
"459";"84";"Hordeum murinum";"fac_only"
"460";"84";"Loasa bergii";"FT_only"
"461";"84";"Luzula alopecurus";"FT_only"
"462";"84";"Rumex acetosella";"FT_only"
"463";"85";"Holcus lanatus";"match"
"464";"85";"Senecio sericeo-nitens";"match"
"465";"85";"Carex gayana";"match"
"466";"85";"Acaena integerrima";"match"
"467";"85";"Festuca pyrogea";"match"
"468";"85";"Calceolaria biflora";"match"
"469";"85";"Cerastium arvense";"match"
"470";"85";"Viola maculata";"match"
"471";"85";"Nassauvia darwinii";"match"
"472";"85";"Leucheria candidissima";"match"
"473";"85";"Mulinum spinosum";"match"
"474";"85";"Acaena pinnatifida";"match"
"475";"85";"Hypochaeris incana";"match"
"476";"85";"Quinchamalium chilense";"match"
"477";"85";"Festuca pallescens";"match"
"478";"85";"Lathyrus magellanicus";"match"
"479";"85";"Taraxacum officinale";"match"
"480";"85";"Elymus repens";"fac_only"
"481";"85";"Rumex acetosella";"FT_only"
"482";"85";"Luzula alopecurus";"FT_only"
"483";"93";"Juniperus formosana";"match"
"484";"93";"Agrostis tenuis";"fac_only"
"485";"93";"Tribulus terrestris";"fac_only"
"486";"93";"Setaria viridis";"fac_only"
"487";"93";"Bassia dasyphylla";"fac_only"
"488";"93";"Kummerowia stipulacea";"fac_only"
"489";"93";"Artemisia desertorum";"FT_only"
"490";"93";"Artemisia japonica";"FT_only"
"491";"93";"Salsola ruthenica";"FT_only"
"492";"93";"Stipa bungeana";"FT_only"
"493";"93";"Eleusine indica";"FT_only"
"494";"93";"Artemisia scoparia";"FT_only"
"495";"94";"Tribulus terrestris";"match"
"496";"94";"Artemisia desertorum";"match"
"497";"94";"Setaria viridis";"fac_only"
"498";"94";"Oxytropis psammocharis";"fac_only"
"499";"94";"Salsola ruthenica";"fac_only"
"500";"94";"Herba artimisiae";"fac_only"
"501";"94";"Medicago sativa";"fac_only"
"502";"94";"Bassia dasyphylla";"fac_only"
"503";"94";"Agrostis tenuis";"fac_only"
"504";"94";"Kummerowia stipulacea";"fac_only"
"505";"94";"Agriophyllum squarrosum";"fac_only"
"506";"94";"Sonchus oleraceus";"fac_only"
"507";"94";"Heteropappus altaicus";"fac_only"
"508";"94";"Poa annua";"fac_only"
"509";"94";"Artemisia scoparia";"fac_only"
"510";"94";"Corispermum chinganicum";"fac_only"
