"","ID","replicate","D_bare_only","D_nurse_only","D_both"
"1054","95","5",0,0.918444508054579,NA
"1055","95","6",0,NA,NA
"1056","95","7",0.459222254027289,NA,NA
"1057","95","8",0,NA,NA
"1058","95","9",NA,NA,0
"1059","95","10",0.459222254027289,NA,NA
"1060","95","11",NA,NA,NA
"1061","95","12",NA,NA,NA
"1062","95","13",NA,NA,NA
"1063","95","14",NA,NA,0
"1064","95","15",NA,NA,NA
"1065","95","16",NA,NA,NA
"1066","95","17",1.59984156319521,NA,NA
"1067","95","18",NA,NA,NA
"1068","95","19",NA,NA,NA
"1069","95","20",1.59984156319521,NA,NA
"1070","95","21",NA,NA,NA
"1071","95","22",NA,NA,NA
"1072","95","23",NA,NA,NA
"1073","95","24",NA,NA,NA
"1074","95","25",NA,NA,NA
"1075","96","1",NA,NA,0
"1076","96","2",NA,NA,0
"1077","96","3",0,NA,NA
"1078","96","4",0,NA,NA
"1079","96","5",NA,NA,NA
"1080","96","6",NA,1.3684252020167,NA
"1081","96","7",0,NA,NA
"1082","96","8",0,NA,NA
"1083","96","9",0,NA,1.3684252020167
"1084","96","10",1.3684252020167,NA,0
"1085","96","11",NA,NA,NA
"1086","96","12",NA,NA,NA
"1087","96","13",NA,NA,NA
"1088","96","14",NA,NA,NA
"1089","96","15",NA,NA,NA
"1090","96","16",NA,0.918444508054579,NA
"1091","96","17",NA,0.918444508054579,NA
"1092","96","18",0.918444508054579,NA,NA
"1093","96","19",NA,NA,1.3684252020167
"1094","96","20",NA,NA,NA
"1095","96","21",NA,NA,NA
"1096","96","22",NA,NA,NA
"1097","96","23",NA,NA,NA
"1098","96","24",0.918444508054579,NA,NA
"1099","96","25",NA,NA,NA
"1100","97","1",NA,4.67384112394688,NA
"1101","97","2",4.67384112394688,NA,4.13916349239119
"1102","97","3",NA,4.67384112394688,NA
"1103","97","4",NA,NA,4.67384112394688
"1104","97","5",NA,4.67384112394688,NA
"1105","97","6",NA,4.13916349239119,4.67384112394688
"1106","97","7",NA,NA,NA
"1107","97","8",NA,4.13916349239119,4.67384112394688
"1108","97","9",4.67384112394688,4.47602681362133,NA
"1109","97","10",4.67384112394688,NA,NA
"1110","97","11",NA,NA,NA
"1111","97","12",NA,NA,NA
"1112","97","13",NA,NA,NA
"1113","97","14",NA,NA,NA
"1114","97","15",4.67384112394688,4.67384112394688,NA
"1115","97","16",NA,NA,NA
"1116","97","17",4.67384112394688,NA,NA
"1117","97","18",4.67384112394688,NA,NA
"1118","97","19",NA,NA,NA
"1119","97","20",NA,NA,NA
"1120","97","21",NA,NA,NA
"1121","97","22",NA,4.67384112394688,NA
"1122","97","23",NA,NA,NA
"1123","97","24",NA,NA,NA
"1124","97","25",NA,NA,NA
"1125","98","1",1.56709873467008,NA,NA
"1126","98","2",1.77071643619104,NA,NA
"1127","98","3",NA,NA,NA
"1128","98","4",1.56709873467008,NA,NA
"1129","98","5",NA,NA,1.56709873467008
"1130","98","6",1.97433413771201,NA,NA
"1131","98","7",NA,NA,NA
"1132","98","8",NA,NA,NA
"1133","98","9",NA,NA,NA
"1134","98","10",NA,1.97433413771201,NA
"1135","98","11",NA,NA,NA
"1136","98","12",NA,1.56709873467008,NA
"1137","98","13",NA,NA,NA
"1138","98","14",NA,NA,NA
"1139","98","15",NA,NA,NA
"1140","98","16",NA,NA,NA
"1141","98","17",NA,NA,NA
"1142","98","18",NA,NA,NA
"1143","98","19",NA,NA,NA
"1144","98","20",NA,NA,NA
"1145","98","21",NA,NA,NA
"1146","98","22",1.56709873467008,NA,NA
"1147","98","23",NA,NA,NA
"1148","98","24",NA,NA,NA
"1149","98","25",NA,NA,NA
"1150","98","26",NA,NA,4.67384112394688
"1151","98","27",4.67384112394688,NA,NA
"1152","98","28",NA,4.67384112394688,NA
"1153","98","29",4.67384112394688,NA,NA
"1154","98","30",NA,4.67384112394688,NA
"1155","98","31",NA,NA,NA
"1156","98","32",NA,NA,NA
"1157","98","33",NA,NA,NA
"1158","98","34",NA,4.67384112394688,NA
"1159","98","35",NA,4.67384112394688,NA
"1160","98","36",NA,NA,NA
"1161","98","37",NA,NA,NA
"1162","98","38",NA,4.67384112394688,NA
"1163","98","39",NA,NA,4.67384112394688
"1164","98","40",NA,4.67384112394688,NA
"1165","98","41",NA,NA,NA
"1166","98","42",NA,NA,NA
"1167","98","43",NA,NA,NA
"1168","98","44",NA,NA,NA
"1169","98","45",NA,NA,NA
"1170","98","46",NA,NA,NA
"1171","98","47",NA,NA,NA
"1172","98","48",NA,NA,NA
"1173","98","49",NA,NA,NA
"1174","98","50",NA,NA,NA
"1175","99","1",NA,NA,NA
"1176","99","2",NA,NA,NA
"1177","99","3",NA,NA,NA
"1178","99","4",NA,NA,NA
"1179","99","5",NA,NA,NA
"1180","99","6",NA,NA,NA
"1181","99","7",NA,NA,NA
"1182","99","8",NA,NA,NA
"1183","99","9",NA,NA,NA
"1184","99","10",NA,NA,NA
"1185","99","11",NA,NA,NA
"1186","99","12",NA,NA,NA
"1187","99","13",NA,NA,NA
"1188","99","14",NA,NA,NA
"1189","99","15",NA,NA,NA
"1190","99","16",NA,NA,NA
"1191","99","17",NA,NA,NA
"1192","99","18",NA,NA,NA
"1193","99","19",NA,NA,NA
"1194","99","20",NA,NA,NA
"1195","99","21",4.27821250329577,NA,NA
"1196","99","22",NA,NA,NA
"1197","99","23",NA,NA,NA
"1198","99","24",NA,NA,NA
"1199","99","25",NA,NA,NA
"1200","100","1",NA,NA,NA
"1201","100","2",NA,NA,NA
"1202","100","3",NA,NA,NA
"1203","100","4",NA,NA,NA
"1204","100","5",NA,NA,NA
"1205","100","6",NA,NA,NA
"1206","100","7",NA,NA,NA
"1207","100","8",NA,NA,NA
"1208","100","9",NA,NA,NA
"1209","100","10",NA,NA,NA
"1210","100","11",NA,NA,NA
"1211","100","12",NA,NA,NA
"1212","100","13",NA,NA,NA
"1213","100","14",NA,NA,NA
"1214","100","15",NA,NA,NA
"1215","100","16",NA,NA,NA
"1216","100","17",NA,NA,NA
"1217","100","18",NA,NA,NA
"1218","100","19",NA,NA,NA
"1219","100","20",NA,NA,NA
"1220","100","21",NA,NA,NA
"1221","100","22",NA,NA,NA
"1222","100","23",NA,NA,NA
"1223","100","24",NA,NA,NA
"1224","100","25",NA,NA,NA
"1225","101","1",NA,1.06091218803581,NA
"1226","101","2",NA,1.06091218803581,NA
"1227","101","3",NA,NA,1.06091218803581
"1228","101","4",1.06091218803581,NA,NA
"1229","101","5",NA,NA,1.06091218803581
"1230","101","6",0,NA,1.06091218803581
"1231","101","7",NA,1.06091218803581,NA
"1232","101","8",NA,1.06091218803581,NA
"1233","101","9",NA,NA,1.06091218803581
"1234","101","10",NA,NA,1.06091218803581
"1235","101","11",NA,NA,1.06091218803581
"1236","101","12",NA,1.06091218803581,NA
"1237","101","13",NA,1.06091218803581,NA
"1238","101","14",NA,1.06091218803581,NA
"1239","101","15",NA,NA,NA
"1240","101","16",1.06091218803581,1.06091218803581,NA
"1241","101","17",NA,1.06091218803581,NA
"1242","101","18",NA,NA,1.06091218803581
"1243","101","19",NA,1.06091218803581,NA
"1244","101","20",NA,NA,1.06091218803581
"1245","101","21",NA,NA,1.06091218803581
"1246","101","22",NA,NA,NA
"1247","101","23",1.06091218803581,1.06091218803581,NA
"1248","101","24",NA,1.06091218803581,NA
"1249","101","25",NA,NA,1.06091218803581
"1250","101","26",NA,NA,NA
"1251","101","27",NA,NA,NA
"1252","101","28",NA,NA,NA
"1253","101","29",NA,NA,NA
"1254","101","30",NA,NA,NA
"1255","101","31",NA,NA,NA
"1256","101","32",NA,NA,NA
"1257","101","33",NA,NA,NA
"1258","101","34",0,NA,NA
"1259","101","35",0,NA,NA
"1260","101","36",NA,0.784209065552647,NA
"1261","101","37",0,NA,NA
"1262","101","38",NA,NA,NA
"1263","101","39",0,NA,NA
"1264","101","40",NA,NA,NA
"1265","101","41",NA,NA,NA
"1266","101","42",NA,NA,NA
"1267","101","43",0,NA,NA
"1268","101","44",NA,NA,NA
"1269","101","45",NA,NA,NA
"1270","101","46",0,NA,NA
"1271","101","47",0,NA,NA
"1272","101","48",0,NA,NA
"1273","101","49",NA,NA,NA
"1274","101","50",NA,NA,NA
"1275","102","1",NA,NA,NA
"1276","102","2",NA,NA,NA
"1277","102","3",NA,NA,NA
"1278","102","4",NA,NA,NA
"1279","102","5",NA,NA,NA
"1280","102","6",0,NA,NA
"1281","102","7",0,NA,NA
"1282","102","8",NA,NA,NA
"1283","102","9",NA,NA,NA
"1284","102","10",NA,NA,NA
"1285","102","11",NA,NA,NA
"1286","102","12",NA,NA,NA
"1287","102","13",NA,NA,NA
"1288","102","14",NA,NA,NA
"1289","102","15",NA,NA,NA
"1290","102","16",0,NA,NA
"1291","102","17",NA,NA,NA
"1292","102","18",NA,NA,NA
"1293","102","19",NA,NA,NA
"1294","102","20",NA,NA,NA
"1295","102","21",NA,NA,NA
"1296","102","22",NA,NA,NA
"1297","102","23",0,NA,NA
"1298","102","24",NA,NA,NA
"1299","102","25",NA,NA,NA
"1300","102","26",NA,NA,NA
"1301","102","27",NA,NA,NA
"1302","102","28",NA,NA,NA
"1303","102","29",NA,NA,NA
"1304","102","30",NA,NA,NA
"1305","102","31",NA,NA,NA
"1306","102","32",NA,NA,NA
"1307","102","33",NA,NA,NA
"1308","102","34",NA,NA,NA
"1309","102","35",NA,NA,NA
"1310","102","36",NA,NA,NA
"1311","102","37",NA,NA,NA
"1312","102","38",NA,NA,NA
"1313","102","39",NA,NA,NA
"1314","102","40",NA,NA,NA
"1315","102","41",NA,NA,NA
"1316","102","42",NA,NA,NA
"1317","102","43",NA,NA,NA
"1318","102","44",NA,NA,NA
"1319","102","45",NA,NA,NA
"1320","102","46",NA,NA,NA
"1321","102","47",NA,NA,NA
"1322","102","48",NA,NA,NA
"1323","102","49",NA,NA,NA
"1324","102","50",NA,NA,NA
"1325","103","1",NA,NA,NA
"1326","103","2",NA,NA,NA
"1327","103","3",NA,NA,NA
"1328","103","4",NA,NA,NA
"1329","103","5",NA,NA,NA
"1330","103","6",0,NA,NA
"1331","103","7",NA,NA,NA
"1332","103","8",NA,NA,NA
"1333","103","9",NA,NA,NA
"1334","103","10",NA,NA,NA
"1335","103","11",NA,NA,NA
"1336","103","12",NA,1.06091218803581,NA
"1337","103","13",NA,NA,NA
"1338","103","14",NA,NA,NA
"1339","103","15",NA,NA,NA
"1340","103","16",NA,NA,NA
"1341","103","17",NA,NA,NA
"1342","103","18",NA,NA,NA
"1343","103","19",0,NA,NA
"1344","103","20",NA,1.06091218803581,NA
"1345","103","21",NA,NA,NA
"1346","103","22",NA,NA,NA
"1347","103","23",NA,NA,NA
"1348","103","24",NA,NA,NA
"1349","103","25",NA,NA,NA
"1350","103","26",NA,1.06091218803581,NA
"1351","103","27",NA,NA,NA
"1352","103","28",NA,NA,NA
"1353","103","29",NA,1.06091218803581,NA
"1354","103","30",NA,1.06091218803581,NA
"1355","103","31",NA,NA,1.06091218803581
"1356","103","32",NA,NA,NA
"1357","103","33",1.06091218803581,NA,NA
"1358","103","34",NA,1.06091218803581,NA
"1359","103","35",NA,1.06091218803581,NA
"1360","103","36",NA,NA,1.06091218803581
"1361","103","37",NA,NA,1.06091218803581
"1362","103","38",NA,NA,NA
"1363","103","39",NA,1.06091218803581,NA
"1364","103","40",NA,NA,1.06091218803581
"1365","103","41",NA,NA,1.06091218803581
"1366","103","42",NA,NA,1.06091218803581
"1367","103","43",NA,1.06091218803581,NA
"1368","103","44",NA,1.06091218803581,NA
"1369","103","45",NA,1.06091218803581,NA
"1370","103","46",NA,NA,1.06091218803581
"1371","103","47",NA,NA,1.06091218803581
"1372","103","48",NA,1.06091218803581,NA
"1373","103","49",NA,1.06091218803581,NA
"1374","103","50",NA,NA,1.06091218803581
"1375","114","1",NA,NA,NA
"1376","114","2",NA,NA,NA
"1377","114","3",NA,NA,NA
"1378","114","4",NA,NA,NA
"1379","114","5",NA,NA,NA
"1380","114","6",NA,0.810033451480416,NA
"1381","114","7",NA,NA,NA
"1382","114","8",NA,NA,NA
"1383","114","9",NA,NA,0.810033451480416
"1384","114","10",NA,NA,0.810033451480416
"1385","114","11",NA,NA,NA
"1386","114","12",NA,NA,NA
"1387","114","13",NA,NA,NA
"1388","114","14",NA,0.810033451480416,NA
"1389","114","15",NA,NA,NA
"1390","114","16",0.810033451480416,NA,NA
"1391","114","17",NA,0.810033451480416,NA
"1392","114","18",NA,NA,NA
"1393","114","19",NA,NA,NA
"1394","114","20",NA,NA,NA
"1395","114","21",NA,NA,NA
"1396","114","22",NA,NA,NA
"1397","114","23",NA,NA,NA
"1398","114","24",1.88389645151686,1.88389645151686,0.810033451480416
"1399","114","25",NA,NA,NA
"1400","114","26",NA,NA,NA
"1401","114","27",NA,NA,NA
"1402","114","28",NA,NA,NA
"1403","114","29",NA,NA,NA
"1404","114","30",NA,NA,NA
"1405","114","31",NA,NA,1.88389645151686
"1406","114","32",NA,NA,NA
"1407","114","33",NA,NA,NA
"1408","114","34",NA,NA,1.88389645151686
"1409","114","35",NA,NA,NA
"1410","114","36",NA,NA,NA
"1411","114","37",NA,NA,NA
"1412","114","38",NA,NA,NA
"1413","114","39",NA,NA,NA
"1414","114","40",NA,NA,NA
"1415","114","41",NA,NA,1.88389645151686
"1416","114","42",NA,NA,NA
"1417","114","43",NA,NA,NA
"1418","114","44",NA,NA,NA
"1419","114","45",NA,NA,NA
"1420","114","46",NA,NA,NA
"1421","114","47",NA,NA,NA
"1422","114","48",NA,NA,NA
"1423","114","49",NA,NA,NA
"1424","114","50",NA,NA,NA
"1425","115","1",NA,NA,NA
"1426","115","2",NA,NA,NA
"1427","115","3",NA,NA,NA
"1428","115","4",NA,NA,NA
"1429","115","5",NA,NA,NA
"1430","115","6",NA,NA,NA
"1431","115","7",NA,NA,NA
"1432","115","8",NA,NA,NA
"1433","115","9",NA,NA,NA
"1434","115","10",NA,NA,NA
"1435","115","11",NA,NA,NA
"1436","115","12",NA,NA,NA
"1437","115","13",1.88389645151686,NA,NA
"1438","115","14",1.88389645151686,NA,NA
"1439","115","15",NA,NA,NA
"1440","115","16",NA,NA,NA
"1441","115","17",1.88389645151686,NA,NA
"1442","115","18",NA,NA,NA
"1443","115","19",NA,NA,NA
"1444","115","20",NA,NA,NA
"1445","115","21",NA,NA,NA
"1446","115","22",1.88389645151686,NA,NA
"1447","115","23",NA,NA,NA
"1448","115","24",NA,NA,NA
"1449","115","25",NA,NA,NA
"1450","115","26",NA,NA,NA
"1451","115","27",NA,NA,NA
"1452","115","28",NA,NA,NA
"1453","115","30",NA,NA,NA
"1454","115","34",NA,NA,NA
"1455","115","32",NA,1.91312844099304,NA
"1456","115","31",NA,NA,NA
"1457","115","33",NA,NA,NA
"1458","115","35",NA,NA,NA
"1459","115","36",NA,NA,NA
"1460","115","37",NA,NA,NA
"1461","115","38",NA,NA,NA
"1462","115","39",NA,NA,NA
"1463","115","40",NA,NA,NA
"1464","115","41",NA,NA,NA
"1465","115","42",NA,NA,NA
"1466","115","43",NA,NA,NA
"1467","115","44",NA,NA,NA
"1468","115","45",0.85574681517693,NA,NA
"1469","115","46",NA,NA,NA
"1470","115","47",2.97051006680915,NA,NA
"1471","115","48",NA,NA,NA
"1472","115","49",NA,NA,NA
"1473","115","50",NA,NA,NA
"1474","134","1",NA,1.45544253303682,NA
"1475","134","2",NA,NA,NA
"1476","134","3",NA,NA,NA
"1477","134","4",NA,NA,NA
"1478","134","5",NA,NA,NA
"1479","134","6",NA,NA,NA
"1480","134","7",NA,NA,NA
"1481","134","8",NA,2.5820372571932,NA
"1482","134","9",NA,NA,NA
"1483","134","10",NA,NA,NA
"1484","134","11",NA,NA,NA
"1485","134","12",NA,NA,NA
"1486","134","13",NA,NA,NA
"1487","134","14",NA,NA,2.5820372571932
"1488","134","15",NA,NA,NA
"1489","134","16",NA,NA,NA
"1490","134","17",NA,NA,NA
"1491","134","18",NA,NA,NA
"1492","134","19",NA,2.5820372571932,NA
"1493","134","20",NA,NA,NA
"1494","134","21",NA,2.5820372571932,NA
"1495","134","22",NA,2.5820372571932,NA
"1496","134","23",NA,2.5820372571932,NA
"1497","134","24",NA,2.5820372571932,NA
"1498","134","25",NA,2.5820372571932,NA
"1499","135","1",NA,2.5820372571932,NA
"1500","135","2",NA,NA,NA
"1501","135","3",NA,NA,NA
"1502","135","4",NA,NA,NA
"1503","135","5",NA,2.5820372571932,NA
"1504","135","6",NA,1.45544253303682,NA
"1505","135","7",NA,2.01873989511501,NA
"1506","135","8",NA,NA,NA
"1507","135","9",NA,NA,NA
"1508","135","10",NA,1.45544253303682,NA
"1509","135","11",NA,1.45544253303682,NA
"1510","135","12",NA,1.45544253303682,NA
"1511","135","13",NA,2.5820372571932,NA
"1512","135","14",NA,2.5820372571932,NA
"1513","135","15",NA,2.5820372571932,NA
"1514","135","16",NA,2.5820372571932,NA
"1515","135","17",NA,2.5820372571932,NA
"1516","135","18",NA,1.45544253303682,NA
"1517","135","19",NA,1.06448728833206,NA
"1518","135","20",NA,NA,2.01873989511501
"1519","135","21",1.45544253303682,NA,NA
"1520","135","22",NA,NA,NA
"1521","135","23",NA,NA,NA
"1522","135","24",NA,2.5820372571932,NA
"1523","135","25",NA,NA,1.45544253303682
"1524","136","1",2.5820372571932,NA,NA
"1525","136","2",1.06448728833206,NA,NA
"1526","136","3",1.06448728833206,1.45544253303682,NA
"1527","136","4",2.5820372571932,1.45544253303682,NA
"1528","136","5",NA,2.5820372571932,1.45544253303682
"1529","136","6",NA,1.45544253303682,NA
"1530","136","7",NA,NA,1.45544253303682
"1531","136","8",NA,1.45544253303682,NA
"1532","136","9",NA,2.01873989511501,NA
"1533","136","10",NA,NA,NA
"1534","136","11",NA,2.5820372571932,NA
"1535","136","12",0.560477065860541,NA,1.45544253303682
"1536","136","13",1.45544253303682,NA,2.5820372571932
"1537","136","14",2.5820372571932,NA,NA
"1538","136","15",2.5820372571932,1.45544253303682,NA
"1539","136","16",1.45544253303682,NA,NA
"1540","136","17",NA,2.5820372571932,NA
"1541","136","18",NA,NA,2.5820372571932
"1542","136","19",2.5820372571932,1.45544253303682,NA
"1543","136","20",2.5820372571932,1.06448728833206,NA
"1544","136","21",1.06448728833206,1.82326227276263,NA
"1545","136","22",NA,NA,1.82326227276263
"1546","136","23",NA,2.5820372571932,NA
"1547","136","24",NA,0.560477065860541,1.45544253303682
"1548","136","25",NA,1.45544253303682,NA
"1549","136","26",3.05930696404551,NA,NA
"1550","136","27",NA,1.45544253303682,NA
"1551","136","28",1.14454292464621,NA,NA
"1552","136","29",3.05930696404551,1.45544253303682,NA
"1553","136","30",NA,1.45544253303682,NA
"1554","136","31",NA,NA,NA
"1555","136","32",NA,NA,NA
"1556","136","33",1.14454292464621,NA,NA
"1557","136","34",3.05930696404551,1.29999272884152,NA
"1558","136","35",NA,2.25737474854117,1.14454292464621
"1559","136","36",1.45544253303682,NA,3.05930696404551
"1560","136","37",2.05228031777516,1.14454292464621,NA
"1561","136","38",1.14454292464621,1.29999272884152,NA
"1562","136","39",NA,NA,1.14454292464621
"1563","136","40",3.05930696404551,1.14454292464621,NA
"1564","136","41",3.05930696404551,2.10192494434586,NA
"1565","136","42",NA,NA,3.05930696404551
"1566","136","43",NA,NA,3.05930696404551
"1567","136","44",NA,1.45544253303682,3.05930696404551
"1568","136","45",2.35069921014432,1.14454292464621,NA
"1569","136","46",NA,NA,3.05930696404551
"1570","136","47",3.05930696404551,1.45544253303682,NA
"1571","136","48",1.45544253303682,NA,NA
"1572","136","49",NA,1.45544253303682,NA
"1573","136","50",NA,NA,NA
"1574","137","1",NA,2.09644550556325,2.5585013903824
"1575","137","2",NA,NA,2.30252244710858
"1576","137","3",2.5585013903824,1.70241750812793,2.17453297547167
"1577","137","4",0.960663626247047,1.96306206630114,2.5585013903824
"1578","137","5",2.5585013903824,NA,0.960663626247047
"1579","137","6",2.5585013903824,1.50957033291646,3.38840232469629
"1580","137","7",0.960663626247047,2.02463240047569,1.7588640141027
"1581","137","8",1.75934301024405,NA,1.54012024796007
"1582","137","9",0.960663626247047,1.67600187410966,2.49567465434625
"1583","137","10",0.960663626247047,1.90879490526507,2.04931081917123
"1584","137","11",1.27483311504001,NA,0.960663626247047
"1585","137","12",3.38840232469629,2.06266756896861,1.51720781167736
"1586","137","13",0.960663626247047,1.34001969925389,2.97345185753934
"1587","137","14",0.960663626247047,1.72468304525584,2.5585013903824
"1588","137","15",1.54012024796007,3.31068867145362,0.960663626247047
"1589","137","16",NA,1.00954598211994,2.49567465434625
"1590","137","17",1.25039193710356,2.97345185753934,1.00954598211994
"1591","137","18",2.5585013903824,2.97345185753934,1.27483311504001
"1592","137","19",2.5585013903824,NA,1.54012024796007
"1593","137","20",1.78402368625117,1.68563931030163,NA
"1594","137","21",2.56702676496597,2.01342171986828,2.55351324286454
"1595","137","22",2.26409605519673,2.3227419104514,2.04608484155876
"1596","137","23",2.71185097086147,2.4943813548038,2.2857060019368
"1597","137","24",2.83433156835029,2.70482273586473,2.05476076660399
"1598","137","25",2.38759550713342,1.91963148578098,3.89376211559769
"1599","137","26",2.22133111868573,NA,1.71291714798526
"1600","137","27",2.52007248652534,NA,2.2683684869278
"1601","137","28",2.78820190862644,2.34542174755217,NA
"1602","137","29",2.12274152036613,2.17402490626139,3.89376211559769
"1603","137","30",2.34300233636713,NA,1.52993982612525
"1604","137","31",2.29989245830686,NA,2.05476076660399
"1605","137","32",2.40117861960321,2.46472805499963,NA
"1606","137","33",2.3961049556566,2.24899467053051,2.37057661008704
"1607","137","34",3.48652743946282,2.66640435739324,NA
"1608","137","35",2.80333963179147,2.33975389359712,NA
"1609","137","36",3.48652743946282,2.31104537807438,1.71291714798526
"1610","137","37",2.37844303562778,2.46318619856816,NA
"1611","137","38",1.95212153891129,2.55719578602672,3.07929276332795
"1612","138","1",2.39347390759219,2.08506841035698,0.462450561331091
"1613","138","2",0.93049802590959,1.96020670973438,NA
"1614","138","3",1.39854549048809,1.95023521809997,0.462450561331091
"1615","138","4",1.29029911131926,1.86570992638232,1.39854549048809
"1616","138","5",1.55041622092842,2.18545655609718,3.98516229928218
"1617","138","6",1.2516925701572,2.13430817751291,1.39854549048809
"1618","138","7",1.00954598211994,1.56873777960584,2.59550086463004
"1619","138","8",NA,NA,2.44140248151939
"1620","138","9",3.98516229928218,2.33246358587601,1.39854549048809
"1621","138","10",1.41419553708194,1.86711790487225,2.19897415340812
"1622","138","11",1.5937991714144,2.14963568081982,1.50699652860774
"1623","138","12",1.00954598211994,2.07016642799775,2.44140248151939
"1624","138","13",1.34783512942483,2.19091726152502,2.24338354683342
"1625","138","14",1.86584459211829,2.66323077860285,1.8225832388747
"1626","138","15",1.2516925701572,1.66854683523803,2.44140248151939
"1627","138","16",1.20404573630401,2.20697676053488,2.23990534005615
"1628","138","17",2.64032247304802,2.31497073246021,1.00954598211994
"1629","138","18",1.30840746676223,1.56980520529371,2.19897415340812
"1630","138","19",1.24106269197977,1.95321766232595,1.98038856385856
"1631","138","20",3.07929276332795,2.66260956939529,3.09918763001175
"1632","138","21",2.53461184485586,2.53230533005796,NA
"1633","138","22",1.619177531829,NA,2.68429544603577
"1634","138","23",1.72306447587847,2.53558583928664,2.21385431725165
"1635","138","24",1.66326004263139,1.65434800019333,2.40117861960321
"1636","138","25",3.07929276332795,2.35448557883988,1.53574017352691
"1637","138","26",2.3311998300616,2.16230422871388,2.21385431725165
"1638","138","27",2.03510064747697,2.28701707222969,1.72306447587847
"1639","138","28",2.52869848870769,2.57962977844909,NA
"1640","138","29",2.34910930126638,NA,NA
"1641","138","30",1.85058434498295,2.13108125226392,2.773823583367
"1642","138","31",2.4211390588796,2.2776774594733,3.07929276332795
"1643","138","32",3.207022449432,2.90396257993467,NA
"1644","138","33",2.24507828221204,2.30759233584414,2.80841329573808
"1645","138","34",1.97810421408742,2.23249266119477,2.56702676496597
"1646","138","35",2.77017635038016,2.48164893284026,3.07929276332795
"1647","138","36",3.64386854848384,2.68776273540326,2.80841329573808
"1648","138","37",NA,3.37848267811107,2.89870645160137
"1649","138","38",2.45615499892348,2.0155918941148,3.28902878081673
"1650","138","39",1.92307565547648,2.1987694182491,2.99843642319574
"1651","139","1",2.18578276884472,1.91042196847422,2.30252244710858
"1652","139","2",2.01880821533441,1.84819318105,1.79370383993646
"1653","139","3",1.97744545179483,NA,1.29029911131926
"1654","139","4",2.19653339265022,2.15773007566257,1.44920892593228
"1655","139","5",1.50390799685637,NA,2.19576594331425
"1656","139","6",1.73133621980948,1.87058737790234,2.12342188816193
"1657","139","7",2.00052708170703,2.15304890781048,2.6036220679611
"1658","139","8",1.72121817521665,NA,1.61422472924034
"1659","139","9",2.22075621119238,1.49048488525952,2.05787666412752
"1660","139","10",1.45310914918989,NA,3.14262493621167
"1661","139","11",1.91284426554948,2.10246613396613,1.74896162781041
"1662","139","12",1.61360708265881,1.75079107185506,2.6036220679611
"1663","139","13",2.27003767724961,NA,1.16344534267947
"1664","139","14",2.27003767724961,1.97092730646892,1.68683464473032
"1665","139","15",1.24040876263403,1.24302454082323,2.13764881723317
"1666","139","16",1.78402368625117,2.08919246306564,1.44319047906645
"1667","139","17",2.1615749038547,2.01725284182438,2.0287067641974
"1668","139","18",1.88378814638798,NA,1.36622705911188
"1669","139","19",1.59480780848395,2.69690729111857,1.26484994057048
"1670","139","20",1.25039193710356,1.31503965665592,2.32562797611801
"1671","139","21",2.33671806003793,2.15266175051787,2.3961049556566
"1672","139","22",2.30404782307041,1.98143230633066,3.02035043373901
"1673","139","23",2.58718737070485,2.29959122180046,NA
"1674","139","24",2.66601906024958,2.29577192116488,2.05440191870988
"1675","139","25",2.3504349734495,2.52823322735297,2.40117861960321
"1676","139","26",2.38097889322556,NA,1.87374595990309
"1677","139","27",2.47912215387145,2.03827023877179,2.34129112440595
"1678","139","28",2.36320927136752,2.22424386165479,2.10894080685335
"1679","139","29",2.28877842506525,NA,2.10982592937524
"1680","139","30",1.72306447587847,1.9745353992558,2.49635020664116
"1681","139","31",2.71312033070074,2.31351460804705,2.36917062283544
"1682","139","32",2.28099755674708,2.28952486550137,NA
"1683","139","33",2.2400401028875,2.06447730655033,2.62585437806962
"1684","139","34",2.22952076431329,2.15252182989942,2.78119620274113
"1685","139","35",2.62432331396389,2.49191884246028,2.10596758899879
"1686","139","36",2.38913263647764,2.06716553408009,2.24325340976617
"1687","139","37",2.34589699675424,2.34901768505649,2.16699379054051
"1688","139","38",2.38471805249657,2.04044612751247,2.91383722470332
"1689","139","39",2.43584207580546,2.30934642118899,2.34949033061763
"1690","139","40",2.33551595492977,NA,2.96140810415006
"1691","140","1",NA,3.92973896461491,NA
"1692","140","2",3.92973896461491,4.35167771538208,NA
"1693","140","3",3.92973896461491,NA,NA
"1694","140","4",NA,NA,NA
"1695","140","5",NA,NA,NA
"1696","140","6",NA,NA,3.92973896461491
"1697","140","7",NA,NA,3.92973896461491
"1698","140","8",NA,3.92973896461491,NA
"1699","140","9",5.31476194794076,NA,3.92973896461491
"1700","140","10",NA,NA,NA
"1701","140","11",NA,NA,NA
"1702","140","12",NA,3.92973896461491,NA
"1703","140","13",NA,NA,NA
"1704","140","14",NA,NA,3.92973896461491
"1705","140","15",5.31476194794076,NA,NA
"1706","140","16",NA,3.92973896461491,NA
"1707","140","17",3.92973896461491,NA,NA
"1708","140","18",3.92973896461491,5.31476194794076,NA
"1709","140","19",5.31476194794076,3.92973896461491,NA
"1710","140","20",3.92973896461491,NA,5.31476194794076
"1711","140","21",NA,NA,3.92973896461491
"1712","140","22",NA,NA,3.92973896461491
"1713","140","23",5.31476194794076,4.62225045627783,NA
"1714","140","24",NA,NA,NA
"1715","140","25",3.92973896461491,NA,NA
