"","COU","SITE_ID","ID","trait","Functional_group","n","mean","ci_low_mean","ci_high_mean","var","ci_low_var","ci_high_var","skew","ci_low_skew","ci_high_skew","kurt","ci_low_kurt","ci_high_kurt"
"1","Algeria","1","1","C_N_ratio",1,50,34.0900780273691,34.0900780273691,34.0900780273691,0,0,0,NA,NA,NA,NA,NA,NA
"2","Algeria","1","1","C_N_ratio",2,50,18.2308625396593,17.6070515820258,18.8546734972928,30.4278754884779,26.7620282557594,34.0937227211964,0.13156807937996,-0.144081016078284,0.407217174838204,-0.750864590865223,-1.51269937365832,0.0109701919278697
"3","Algeria","1","1","C_N_ratio",3,50,12.0899239903204,11.8364792990836,12.3433686815572,8.05809620289758,6.52107930109065,9.59511310470451,1.28952205857667,1.20679843391976,1.37224568323358,2.18024910739141,1.54475837533688,2.81573983944593
"4","Algeria","1","1","MaxH",1,50,66,66,66,0,0,0,NA,NA,NA,NA,NA,NA
"5","Algeria","1","1","MaxH",2,50,8.4366,8.16519691849012,8.70800308150988,5.92302424242424,5.28879276434161,6.55725572050687,-0.0212322619819071,-0.309895063274475,0.267430539310661,-0.804375537130048,-1.30220107481117,-0.30654999944893
"6","Algeria","1","1","MaxH",3,50,8.3016,7.70425089002856,8.89894910997144,34.4401494949495,31.9743002399076,36.9059987499913,0.477388394674132,0.265066783503141,0.689710005845123,-1.58339147325367,-1.84961956441023,-1.3171633820971
"7","Algeria","1","1","MaxLS",1,50,8500,8500,8500,0,0,0,NA,NA,NA,NA,NA,NA
"8","Algeria","1","1","MaxLS",2,50,169.2936,156.88844475827,181.69875524173,17872.7770505051,15892.2150865739,19853.3390144362,0.814342814355912,0.595412538613685,1.03327309009814,-0.385435361947732,-0.929021764556736,0.158151040661272
"9","Algeria","1","1","MaxLS",3,50,59.4084,56.8308134369927,61.9859865630073,819.779127272727,705.990103117105,933.568151428349,0.677022440728814,0.514376408785925,0.839668472671703,0.0451054534932023,-0.189608309289422,0.279819216275827
"10","Algeria","1","1","MeanLA",1,50,1.307304762,1.307304762,1.307304762,0,0,0,NA,NA,NA,NA,NA,NA
"11","Algeria","1","1","MeanLA",2,50,0.6332576772808,0.600759967353027,0.665755387208573,0.0906081796516451,0.0764750800540815,0.104741279249209,0.972112539154788,0.78476220242944,1.15946287588014,0.351736377855039,-0.361049242306451,1.06452199801653
"12","Algeria","1","1","MeanLA",3,50,1.0319576025926,0.9849080732878,1.0790071318974,0.262559429458676,0.228191060958997,0.296927797958356,0.739233628415297,0.58172645572032,0.896740801110274,-0.136314326812384,-0.306764359297784,0.0341357056730148
"13","Algeria","1","1","MeanLDMC",1,50,0.514277598,0.514277598,0.514277598,0,0,0,NA,NA,NA,NA,NA,NA
"14","Algeria","1","1","MeanLDMC",2,50,0.3505477180354,0.341514033622001,0.359581402448799,0.00953721683266678,0.00876246146349574,0.0103119722018378,0.438998043709887,0.247241438947485,0.63075464847229,-1.36114013753944,-1.6648490856089,-1.05743118946997
"15","Algeria","1","1","MeanLDMC",3,50,0.2382454531704,0.235835568263276,0.240655338077524,0.000613570435680039,0.000488514503465403,0.000738626367894674,-1.96473388355013,-2.34841816135299,-1.58104960574727,2.21603012216903,0.533536879790093,3.89852336454798
"16","Algeria","1","1","MeanLL",1,50,21,21,21,0,0,0,NA,NA,NA,NA,NA,NA
"17","Algeria","1","1","MeanLL",2,50,4.9252007335966,4.7025896117484,5.1478118554448,4.65616910622449,4.40611049529573,4.90622771715325,-0.279523896351009,-0.500836940513313,-0.0582108521887053,-1.74498088644618,-1.96585355568651,-1.52410821720584
"18","Algeria","1","1","MeanLL",3,50,7.5050488903608,7.08176946740585,7.92832831331575,18.7033276882131,17.7104469789923,19.696208397434,0.240457142253483,0.0422548144543908,0.438659470052575,-1.79320591257392,-1.95149961568194,-1.63491220946589
